longitude,latitude,species_name,common_name
34.8662710189,0.2415268421,Amauris niavius,Friar
34.856283,0.29238,Neptis saclava,Spotted Sailer
35.2619860321,-0.1599751197,Junonia sophia,Little Pansy
34.7490916667,-0.1166166667,Coeliades,Policemen
34.8666945399,0.2398602586,Junonia temora temora,
34.8647500054,0.2378172481,Papilio phorcas,Apple-green Swallowtail
34.8649450284,0.2381850431,Junonia gregorii,Gregori’s Brown Pansy
34.8651166764,0.2383137675,Evena crithea,Common Pathfinder
34.8655887616,0.2378846345,Telchinia peneleos,Peneleos Acraea
34.8648680697,0.2373162828,Telchinia lycoa,Lycoa Acraea
34.8995885292,0.2047370701,Evena crithea,Common Pathfinder
34.8995885292,0.2047370701,Charaxinae,Leafwing Butterflies
34.8995885292,0.2047370701,Polyommatinae,Blues
34.8995885292,0.2047370701,Cyrestis camillus,African Map Butterfly
34.856283,0.29238,Bebearia sophus audeoudi,
34.856283,0.29238,Bicyclus anynana,Squinting Bush Brown
34.856283,0.29238,Bicyclus safitza,Common Bush Brown
34.7740793,0.307894,Euryphura isuka,
34.7740793,0.307894,Euptera elabontas,
34.894929007,0.2914146643,Ypthima asterope,Common Three-ring
34.8949289617,0.2831750457,Neptis,Typical Sailers
34.9031686977,0.2996543654,Bebearia,
34.8949288307,0.2776818635,Euphaedra rex,
34.7740793,0.307894,Phalanta eurytis eurytis,Forest Leopard
34.7740793,0.307894,Pseudacraea lucretia,False Chief
34.8921823273,0.2859216389,Eurema hecabe,Common Grass Yellow
34.8811959992,0.2914147332,Neptidopsis ophione nucleata,
34.7493592876,0.3188809558,Neptis saclava,Spotted Sailer
34.7740793,0.307894,Evena crithea,Common Pathfinder
34.7740793,0.307894,Dixeia,
34.7740793,0.307894,Pseudanaphaeis gidica abyssinica,Eastern Pointed Caper White
34.7740793,0.307894,Papilio lormieri,Central Emperor Swallowtail
34.7740793,0.307894,Cyrestis camillus camillus,African Porcelain
34.7740793,0.307894,Vanessula milca,Lady's Maid Butterfly
34.856474,0.29134,Aterica galene extensa,
34.8877266794,0.2472234669,Euphaedra rattrayi coeruleomaculata,
34.8949602619,0.2452124993,Papilio phorcas,Apple-green Swallowtail
34.9110233411,0.2659712493,Euryphura isuka,
34.8871999606,0.2525432426,Charaxes,Emperor Butterflies
34.8961276934,0.2499918158,Telchinia lycoa,Lycoa Acraea
34.9034011737,0.2506623617,Bematistes macarista,Marked Wanderer
34.7091790661,0.0478107054,Hypolimnas misippus,Danaid Eggfly
34.9072504789,0.2480116937,Junonia sophia infracta,Eastern Little Pansy
34.7090945765,0.0478995536,Junonia sophia infracta,Eastern Little Pansy
34.7088447958,0.0475146567,Papilio demodocus demodocus,Citrus Swallowtail
34.7091203928,0.0476470907,Hypolimnas misippus,Danaid Eggfly
34.8758253828,0.2244322596,Cymothoe lurida butleri,
34.8792498931,0.2462102718,Junonia gregorii,Gregori’s Brown Pansy
34.856283,0.29238,Junonia gregorii,Gregori’s Brown Pansy
34.8763659068,0.3513532658,Euphaedra rattrayi coeruleomaculata,
34.8763659068,0.3513532658,Afriodinia neavei,Neave's Banded Judy
34.8763659068,0.3513532658,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8763659068,0.3513532658,Hypolimnas monteironis,Scarce Blue Diadem
34.8763659068,0.3513532658,Hypolimnas monteironis,Scarce Blue Diadem
34.8763659068,0.3513532658,Junonia gregorii,Gregori’s Brown Pansy
34.8763659068,0.3513532658,Protogoniomorpha parhassus,Common Mother-of-Pearl
34.8763659068,0.3513532658,Pardaleodes,Pathfinders
34.8763659068,0.3513532658,Eurema desjardinsii regularis,African Angled Grass Yellow
34.8763659068,0.3513532658,Hesperiinae,Grass Skippers
34.8763659068,0.3513532658,Junonia gregorii,Gregori’s Brown Pansy
34.8763659068,0.3513532658,Hesperiinae,Grass Skippers
34.8763659068,0.3513532658,Papilio phorcas,Apple-green Swallowtail
34.8631773691,0.347243774,Evena crithea,Common Pathfinder
34.8631773691,0.347243774,Evena crithea,Common Pathfinder
34.8639917996,0.3528883953,Belenois aurota,Pioneer White
34.9232469319,0.2129173559,Zizeeria knysna knysna,African Grass Blue
34.9232469319,0.2129173559,Telchinia penelope,Penelope Acraea
34.9232469319,0.2129173559,Pseudacraea,
34.9232469319,0.2129173559,Anthene,
34.9232469319,0.2129173559,Zizula hylax,Tiny Grass Blue
34.9232469319,0.2129173559,Nepheronia thalassina sinalata,Eastern Cambridge Vagrant
34.9232469319,0.2129173559,Eurema brigitta brigitta,Broad-bordered Grass Yellow
34.9232469319,0.2129173559,Anthene,
34.9232469319,0.2129173559,Telchinia orestia,Orestia glassy acraea
34.9232469319,0.2129173559,Telchinia,
34.9232469319,0.2129173559,Pseudacraea,
34.9232469319,0.2129173559,Sevenia occidentalium occidentalium,
34.9232469319,0.2129173559,Phalanta eurytis eurytis,Forest Leopard
34.9232469319,0.2129173559,Telchinia perenna perenna,
34.9232469319,0.2129173559,Anthene,
34.9232469319,0.2129173559,Cyrestis camillus,African Map Butterfly
34.9232469319,0.2129173559,Telchinia lycoa,Lycoa Acraea
34.9232469319,0.2129173559,Phalanta,
34.9232469319,0.2129173559,Pseudacraea,
34.9232469319,0.2129173559,Cyrestis camillus,African Map Butterfly
34.9232469319,0.2129173559,Eurema brigitta brigitta,Broad-bordered Grass Yellow
34.9232469319,0.2129173559,Telchinia penelope,Penelope Acraea
34.9232469319,0.2129173559,Sevenia occidentalium,Velvet Tree Nymph
34.9232469319,0.2129173559,Eriboea etesipe,Savannah Charaxes
34.9232469319,0.2129173559,Phalanta eurytis eurytis,Forest Leopard
34.9232469319,0.2129173559,Telchinia penelope,Penelope Acraea
34.9232469319,0.2129173559,Telchinia lycoa,Lycoa Acraea
34.9232469319,0.2129173559,Junonia gregorii,Gregori’s Brown Pansy
34.887501,0.2262859722,Telchinia lycoa,Lycoa Acraea
34.8845209722,0.211047,Hypolimnas monteironis major,
34.8788679722,0.200308,Telchinia penelope,Penelope Acraea
34.887456,0.2271929722,Junonia gregorii,Gregori’s Brown Pansy
34.856283,0.29238,Cyrestis camillus camillus,African Porcelain
34.856283,0.29238,Amauris echeria jacksoni,
34.856283,0.29238,Telchinia disjuncta,Disjunct Amber
34.856283,0.29238,Vanessula milca,Lady's Maid Butterfly
34.856283,0.29238,Amauris echeria jacksoni,
34.856283,0.29238,Euphaedra rattrayi coeruleomaculata,
34.856283,0.29238,Junonia temora,Eastern Blue Mother-of-Pearl
34.8931777778,0.2262083333,Celaenorrhinus,Flats
34.8931777778,0.2262083333,Lycaenidae,Gossamer-winged Butterflies
34.8966277778,0.2251361111,Apallaga,Sprites
34.9013222222,0.2177777778,Nymphalidae,Brush-footed Butterflies
34.8848495483,0.2271366715,Junonia gregorii,Gregori’s Brown Pansy
34.8070382844,0.310640542,Euphaedra rex,
34.9236611413,0.212301067,Amauris,Clerics
34.8152780722,0.299654407,Telchinia semivitrea,Glassy Acraea
34.9919717009,0.3167597937,Papilio phorcas,Apple-green Swallowtail
34.9342031804,0.2333546077,Anthene,
34.8270887899,0.3162921473,Charaxes smaragdalis,Western Blue Charaxes
34.8255192427,0.3046733682,Telchinia peneleos peneleos,
34.9352544902,0.2059710251,Cymothoe hobarti hobarti,
34.9124936547,0.2215453672,Hypolycaena hatita,common fairy hairstreak
34.9239227703,0.2121903925,Libythea labdaca,Northern African Snout
34.9239227703,0.2121903925,Euphaedra rex,
34.9239227703,0.2121903925,Apallaga galenus,Common Small Sprite
34.8747790933,0.2337416447,Telchinia esebria,Dusky Acraea
34.8747790933,0.2337416447,Anthene,
34.8747790933,0.2337416447,Anthene,
34.8715493626,0.2332498691,Acraeini,"Acraeas, Actinotes, and Allies"
34.8715493626,0.2332498691,Neptis saclava,Spotted Sailer
34.8715493626,0.2332498691,Papilio phorcas,Apple-green Swallowtail
34.8715493626,0.2332498691,Hypolimnas anthedon anthedon,
34.8718885526,0.2331180095,Charaxes smaragdalis,Western Blue Charaxes
34.8718885526,0.2331180095,Telchinia,
34.8718885526,0.2331180095,Bicyclus,Bush Browns
34.8718885526,0.2331180095,Bicyclus,Bush Browns
34.8718885526,0.2331180095,Junonia gregorii,Gregori’s Brown Pansy
34.7518631,0.2827307,Anthene jeanneli,
34.85003,0.310873,Hypolimnas monteironis major,
34.7518631,0.2827307,Cymothoe lurida butleri,
34.7740793,0.307894,Hesperiinae,Grass Skippers
34.7740793,0.307894,Junonia gregorii,Gregori’s Brown Pansy
34.7740793,0.307894,Evena crithea,Common Pathfinder
34.7740793,0.307894,Neptis,Typical Sailers
34.8630279162,0.3211103644,Nymphalidae,Brush-footed Butterflies
34.8630279162,0.3211103644,Telchinia sotikensis sotikensis,Elbowed Amber
34.8630279162,0.3211103644,Junonia oenone,Blue-spot Pansy
34.8963302998,0.25227504,Hypolimnas misippus,Danaid Eggfly
34.8963302998,0.25227504,Junonia gregorii,Gregori’s Brown Pansy
34.8658083156,0.3479009575,Evena crithea,Common Pathfinder
34.8748836423,0.3338475187,Amauris echeria jacksoni,
34.8685928363,0.3067629746,Junonia temora temora,
34.8562828079,0.292384324,Leptosia,Wood Whites
34.8562828079,0.292384324,Cyrestis camillus,African Map Butterfly
34.8562828079,0.292384324,Neptis,Typical Sailers
34.8562828079,0.292384324,Apaturopsis cleochares cleochares,
34.8562828079,0.292384324,Nymphalidae,Brush-footed Butterflies
34.8562828079,0.292384324,Papilio phorcas,Apple-green Swallowtail
34.7896406427,-0.0450373022,Pseudanaphaeis gidica,African Veined White
34.8918962628,0.2246608092,Vanessula milca latifasciata,
34.8918962628,0.2246608092,Telchinia perenna perenna,
34.8852765708,0.2263157196,Anthene larydas,Forest Hairtail
34.8852443842,0.2257122273,Bicyclus,Bush Browns
34.8857593684,0.2239097967,Telchinia peneleos,Peneleos Acraea
34.8856145291,0.225138239,Junonia gregorii,Gregori’s Brown Pansy
34.8852014689,0.22654907,Junonia terea,Soldier Commodore
34.7619086131,-0.0970469696,Papilio demodocus,Citrus Swallowtail
34.8844397215,0.2258248792,Vanessula milca latifasciata,
34.8852551131,0.2261762459,Pardaleodes incerta,Savanna Pathfinder
34.8850941805,0.224725182,Junonia gregorii,Gregori’s Brown Pansy
34.8850941805,0.224725182,Lachnoptera ayresii,Eastern Blotched Leopard
34.8850941805,0.224725182,Euryphura isuka,
34.884933248,0.2259268024,Neptis melicerta,Original Club-dot Sailer
34.884933248,0.2259268024,Junonia sophia infracta,Eastern Little Pansy
34.884933248,0.2259268024,Zizeeria knysna knysna,African Grass Blue
34.8849868922,0.2251114171,Bematistes macarista,Marked Wanderer
34.8859954028,0.2219035196,Junonia temora temora,
34.8859954028,0.2219035196,Junonia temora temora,
34.8852014689,0.22654907,Cyrestis camillus camillus,African Porcelain
34.8852014689,0.22654907,Junonia gregorii,Gregori’s Brown Pansy
34.8856708555,0.2257095451,Hypolimnas,Diadems & Eggflies
34.8856708555,0.2257095451,Papilio phorcas ruscoei,
34.8856708555,0.2257095451,Bicyclus,Bush Browns
34.8853248505,0.2264954262,Bematistes macarista,Marked Wanderer
34.8852014689,0.22654907,Evena crithea,Common Pathfinder
34.8857218174,0.2258543833,Afriodinia neavei,Neave's Banded Judy
34.8852014689,0.22654907,Sevenia boisduvali omissa,
34.87918,0.3529216667,Junonia gregorii,Gregori’s Brown Pansy
34.7518631,0.2827307,Junonia sophia,Little Pansy
34.923255,0.2127516667,Anthene ligures,lesser indigo ciliate blue
34.9231666667,0.2129066667,Sarangesa,Elfins
34.923305,0.21278,Junonia gregorii,Gregori’s Brown Pansy
34.923465,0.2130166667,Cyrestis camillus,African Map Butterfly
34.923465,0.2130166667,Papilio phorcas,Apple-green Swallowtail
34.923465,0.2130166667,Belenois sudanensis,Sudan caper white
34.9236,0.2127016667,Uranothauma heritsia,
34.923965,0.2119733333,Libythea labdaca,Northern African Snout
34.9244466667,0.2117433333,Telchinia peneleos,Peneleos Acraea
34.8825818902,0.2736560844,Junonia gregorii,Gregori’s Brown Pansy
34.8808301676,0.285497608,Junonia sophia,Little Pansy
34.8772095114,0.2816727059,Nymphalidae,Brush-footed Butterflies
34.884569,0.226823,Amauris niavius niavius,
34.9239166667,0.2119283333,Eicochrysops hippocrates,White-tipped Ash Blue
34.924015,0.2120316667,Tuxentius margaritaceus,Margarita’s Pierrot
34.924015,0.2120316667,Papilio phorcas,Apple-green Swallowtail
34.9240916667,0.2117333333,Nireopapilio,
34.885875,0.2269388889,Vanessula milca latifasciata,
34.923695,0.2116416667,Junonia gregorii,Gregori’s Brown Pansy
34.9238733333,0.2118333333,Cacyreus,Bronzes
34.9238733333,0.2118333333,Anthene ligures,lesser indigo ciliate blue
34.9238733333,0.2118333333,Anthene larydas,Forest Hairtail
34.924015,0.2120316667,Cyrestis camillus camillus,African Porcelain
34.869269,0.298225,Euphaedra,
34.8692746241,0.2984628935,Amauris hecate,Scarce Monk
34.8693075431,0.2983073135,Papilio phorcas ruscoei,
34.8693067574,0.2987916665,Junonia gregorii,Gregori’s Brown Pansy
34.86930968,0.2987813236,Cacyreus,Bronzes
34.8693025747,0.2990294007,Anthene,
34.8693119913,0.299035105,Eicochrysops hippocrates,White-tipped Ash Blue
34.8688124968,0.2992164405,Eicochrysops hippocrates,White-tipped Ash Blue
34.8688009339,0.2991762491,Telchinia perenna perenna,
34.868788641,0.2992029076,Telchinia perenna,Falcate Acraea
34.868723378,0.2993329357,Belenois aurota aurota,Brown-veined White
34.923705,0.2124,Phalanta eurytis eurytis,Forest Leopard
34.93021333,0.21069667,Cyrestis camillus,African Map Butterfly
34.88457833,0.22583667,Leptosia,Wood Whites
34.88256167,0.21683,Papilio lormieri neocrocea,
35.2794856881,-0.1251403666,Junonia,Buckeyes & Pansies
34.88432167,0.22712167,Junonia sophia,Little Pansy
34.8942728603,0.2345538498,Evena crithea,Common Pathfinder
34.891695369,0.2416598347,Junonia gregorii,Gregori’s Brown Pansy
34.9917789113,0.0818225678,Cyrestis camillus,African Map Butterfly
34.9917789113,0.0818225678,Anthene,
34.9917789113,0.0818225678,Belenois victoria,
34.9917789113,0.0818225678,Papilio hornimani,Horniman’s Green-banded Swallowtail
34.9917789113,0.0818225678,Harpendyreus,
34.9917789113,0.0818225678,Antanartia,African Admirals
34.9917789113,0.0818225678,Vanessula milca,Lady's Maid Butterfly
34.9917789113,0.0818225678,Telchinia oreas,Bicolor Amber
34.9917789113,0.0818225678,Anthene,
34.9917789113,0.0818225678,Belenois raffrayi extendens,
34.9917789113,0.0818225678,Papilio phorcas,Apple-green Swallowtail
34.9917789113,0.0818225678,Cyrestis camillus,African Map Butterfly
34.9917789113,0.0818225678,Amaura,
34.9917789113,0.0818225678,Antanartia schaeneia,Long-tailed Admiral
34.9917789113,0.0818225678,Belenois aurota,Pioneer White
34.9917789113,0.0818225678,Eurema hecabe solifera,African Savanna Grass Yellow
34.9917789113,0.0818225678,Telchinia oreas,Bicolor Amber
34.9917789113,0.0818225678,Charaxini,Dragon-headed Caterpillars
34.894909628,0.2359832077,Junonia temora,Eastern Blue Mother-of-Pearl
34.894909628,0.2359832077,Junonia,Buckeyes & Pansies
34.894909628,0.2359832077,Hypolimnas monteironis,Scarce Blue Diadem
34.894909628,0.2359832077,Euphaedra rex,
34.894909628,0.2359832077,Amauris,Clerics
34.894909628,0.2359832077,Eriboea etesipe,Savannah Charaxes
34.894909628,0.2359832077,Celaenorrhinus proxima proxima,
34.894909628,0.2359832077,Papilio phorcas,Apple-green Swallowtail
34.894909628,0.2359832077,Neptis saclava,Spotted Sailer
34.894909628,0.2359832077,Cyrestis camillus,African Map Butterfly
34.894909628,0.2359832077,Telchinia penelope,Penelope Acraea
34.894909628,0.2359832077,Anthene,
34.894909628,0.2359832077,Papilio lormieri neocrocea,
34.894909628,0.2359832077,Papilio phorcas,Apple-green Swallowtail
34.894909628,0.2359832077,Anthene,
34.894909628,0.2359832077,Junonia,Buckeyes & Pansies
34.894909628,0.2359832077,Cyrestis camillus,African Map Butterfly
34.894909628,0.2359832077,Hypolimnas monteironis major,
34.894909628,0.2359832077,Bebearia sophus,Sophus Forester
34.894909628,0.2359832077,Euphaedrana,
34.894909628,0.2359832077,Euphaedrana,
34.894909628,0.2359832077,Euphaedrana,
34.894909628,0.2359832077,Junonia gregorii,Gregori’s Brown Pansy
34.894909628,0.2359832077,Euphaedrana,
34.894909628,0.2359832077,Evena crithea,Common Pathfinder
34.894909628,0.2359832077,Aterica galene extensa,
34.894909628,0.2359832077,Pierinae,Whites
34.894909628,0.2359832077,Nepheronia,Vagrants
34.894909628,0.2359832077,Euriphene ribensis,
34.894909628,0.2359832077,Ariadne enotrea,African Castor
34.894909628,0.2359832077,Apallaga opalinus,Opaline Sprite
34.8742103613,0.2449898666,Cymothoe hobarti,Hobart's Red Glider
34.8743820227,0.2443592028,Cymothoe hobarti,Hobart's Red Glider
34.8844867,0.2920367,Amauris echeria jacksoni,
34.88,0.25,Amaura,
34.88,0.25,Bematistes macarista,Marked Wanderer
34.88,0.25,Cymothoe lurida,Lurid Glider
34.88,0.25,Junonia gregorii,Gregori’s Brown Pansy
34.88,0.25,Pseudacraea lucretia,False Chief
34.88,0.25,Belenois sudanensis sudanensis,
34.88,0.25,Amauris echeria jacksoni,
34.88,0.25,Tirumala formosa mercedonia,
34.88,0.25,Telchinia pharsalus,East African Forest Acraea
34.88,0.25,Ariadne,Castors
34.88,0.25,Bematistes macarista,Marked Wanderer
34.88,0.25,Ypthima,Ring Butterflies
34.8667765054,0.3442965999,Euphaedra rattrayi coeruleomaculata,
34.8620697124,0.233636054,Vanessula milca latifasciata,
34.8624420556,0.2859755317,Vanessula milca latifasciata,
34.8773981553,0.2512999052,Vanessula milca latifasciata,
34.8756725406,0.3036257709,Phalanta eurytis,Forest Leopard
34.8773981553,0.2512999052,Papilio phorcas ruscoei,
34.8773981553,0.2512999052,Papilio lormieri neocrocea,
34.8773981553,0.2512999052,Junonia gregorii,Gregori’s Brown Pansy
34.8773981553,0.2512999052,Hypolimnas monteironis major,
34.8773981553,0.2512999052,Euphaedra rex,
34.8773981553,0.2512999052,Euphaedrana,
34.8773981553,0.2512999052,Cyrestis camillus,African Map Butterfly
34.8773981553,0.2512999052,Cymothoe hobarti hobarti,
34.8773981553,0.2512999052,Evena crithea,Common Pathfinder
34.8773981553,0.2512999052,Bebearia sophus audeoudi,
34.8756725406,0.3036257709,Telchinia penelope,Penelope Acraea
34.8758488445,0.2334484899,Euriphene ribensis,
34.8712714465,0.234005289,Junonia gregorii,Gregori’s Brown Pansy
34.8702086954,0.2421689086,Euphaedra rattrayi coeruleomaculata,
34.8694097487,0.242201102,Telchinia quirinalis,Dusky-bordered Amber
34.8845766667,0.2269783333,Junonia sophia,Little Pansy
34.8840516667,0.227705,Amaura,
34.88471,0.2269933333,Sevenia garega,Montane Tree Nymph
34.8653416667,0.2372533333,Evena crithea,Common Pathfinder
34.8674133333,0.2352116667,Junonia terea,Soldier Commodore
34.8681416667,0.2342116667,Bicyclus,Bush Browns
34.86836,0.234315,Junonia gregorii,Gregori’s Brown Pansy
34.86836,0.234315,Apallaga,Sprites
34.868345,0.2342816667,Bicyclus dentata,Dentate Bush Brown
34.8840083333,0.22775,Amauris echeria,Chief
34.885255,0.2241133333,Leptosia nupta,Immaculate Wood White
34.8849533333,0.2208866667,Bicyclus,Bush Browns
34.8852516667,0.2212966667,Junonia gregorii,Gregori’s Brown Pansy
34.885355,0.2260233333,Junonia gregorii,Gregori’s Brown Pansy
34.7448116667,-0.1163316667,Amauris tartarea,Monk
34.7448116667,-0.1163316667,Danaus chrysippus,Plain Tiger Butterfly
34.8561335,0.2916832,Euphaedrana,
34.7437983333,-0.1158983333,Neptis,Typical Sailers
34.8843460083,0.2271749973,Sevenia occidentalium,Velvet Tree Nymph
34.8618001813,0.3506599168,Evena crithea,Common Pathfinder
34.8872848532,0.2248780008,Papilio phorcas,Apple-green Swallowtail
34.8907195228,0.2233986598,Papilio phorcas,Apple-green Swallowtail
34.893901083,0.2214669976,Junonia gregorii,Gregori’s Brown Pansy
34.897153738,0.2130127364,Junonia gregorii,Gregori’s Brown Pansy
34.9002149036,0.2136924777,Junonia gregorii,Gregori’s Brown Pansy
34.8939893793,0.214689051,Euphaedra rex,
34.8648762607,0.2395897825,Evena crithea,Common Pathfinder
34.9168050912,0.2172555214,Papilio,Common Swallowtails
34.9168050912,0.2172555214,Papilio phorcas,Apple-green Swallowtail
34.9168050912,0.2172555214,Amauris albimaculata,Layman
34.7944233333,-0.052845,Junonia sophia infracta,Eastern Little Pansy
34.7604036995,-0.0932465501,Junonia oenone oenone,Blue-spot Pansy
35.0195388804,0.0723509594,Junonia gregorii,Gregori’s Brown Pansy
34.792228,-0.046678,Hypolimnas misippus,Danaid Eggfly
34.792228,-0.046678,Spalgis lemolea lemolea,
34.7888565063,-0.0465682782,Junonia sophia sophia,Little Pansy
34.7923383333,-0.0468283333,Nireopapilio,
34.8845672607,0.2276817411,Eriboea etesipe,Savannah Charaxes
34.8874473572,0.2260345817,Amauris echeria jacksoni,
34.8892745972,0.2255960852,Junonia gregorii,Gregori’s Brown Pansy
34.880862236,0.2290539599,Cynandra opis bernardii,
34.884569,0.2268231,Junonia temora temora,
34.884569,0.2268231,Anthene,
34.884553,0.226828,Junonia sophia,Little Pansy
34.884553,0.226828,Junonia gregorii,Gregori’s Brown Pansy
34.884553,0.226828,Junonia terea terea,
34.884553,0.226828,Charaxes castor,Giant Charaxes
34.862366,0.286879,Coeliades libeon,Spotless Policeman
